OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
USA 325,2022-006B,2025-03-05T21:16:54.259968,1.00139091,.0000262,0.4231,87.4691,352.1854,74.5958,0,U,51281,999,1143,0,.139E-5,0
GOES 18,2022-021A,2025-03-10T15:47:16.359936,1.00271173,.0000157,0.0189,32.5962,1.1686,234.5988,0,U,51850,999,194,0,.79E-6,0
ZHONGXING-6D,2022-038A,2025-03-10T04:27:49.988736,1.00271352,.0002015,0.0283,193.4936,138.9309,27.5647,0,U,52255,999,1077,0,-.372E-5,0
NILESAT 301,2022-061A,2025-03-10T19:50:32.514144,1.00269659,.000634,0.0247,29.3217,324.1782,105.8823,0,U,52817,999,1009,0,-.75E-6,0
CMS-02 (GSAT 24),2022-067A,2025-03-10T20:36:38.655936,1.00270355,.0003494,0.0540,267.9971,11.1728,281.7410,0,U,52903,999,996,0,-.182E-5,0
MEASAT 3D,2022-067B,2025-03-10T19:56:38.634144,1.00272577,.0003163,0.0515,324.9540,7.1080,227.3183,0,U,52904,999,1000,0,-.259E-5,0
SES-22,2022-071A,2025-03-10T15:47:08.852640,1.00271148,.0001269,0.0175,123.3411,212.2604,290.7234,0,U,52933,999,287,0,.87E-6,0
WFOV (USA 332),2022-073A,2025-03-10T21:20:38.761728,1.00269196,.0002102,2.5168,84.5830,210.7847,312.8360,0,U,52940,999,971,0,-.379E-5,0
TIANLIAN 2-03,2022-078A,2025-03-10T12:03:58.000896,1.00272873,.0002844,0.5436,280.8563,54.0116,25.0826,0,U,53100,999,990,0,.54E-6,0
SBIRS GEO-6 (USA 336),2022-092A,2025-03-10T15:23:37.637376,1.00271444,.0002424,4.1100,312.2634,25.4973,200.6608,0,U,53355,999,958,0,-.31E-5,0
EUTELSAT KONNECT VHTS,2022-110A,2025-03-10T20:28:38.826624,1.00270961,.0002801,0.0602,96.8162,241.6769,140.1113,0,U,53765,999,218,0,-.1E-7,0
ZHONGXING-1E,2022-112A,2025-03-10T20:36:38.655936,1.00272577,.0003136,0.0597,294.6312,359.5640,265.1126,0,U,53813,999,920,0,-.167E-5,0
SES-20,2022-123A,2025-03-10T12:31:42.122784,1.00277931,.0001644,0.0058,139.7223,277.9026,195.6152,0,U,53960,999,888,0,-.119E-5,0
SES-21,2022-123B,2025-03-10T14:06:33.656256,1.00269695,.0000974,0.0262,63.7730,290.5249,254.8213,0,U,53961,999,256,0,.52E-6,0
GALAXY 33 (G-33),2022-128A,2025-03-10T14:05:56.124096,1.00270803,.0001977,0.0277,139.2990,210.2666,257.4245,0,U,54026,999,909,0,.62E-6,0
GALAXY 34 (G-34),2022-128B,2025-03-10T14:07:03.681984,1.00271063,.0001442,0.0195,174.9626,173.6083,262.7670,0,U,54027,999,926,0,.41E-6,0
ANGOSAT 2,2022-131A,2025-03-10T14:50:28.425120,1.00272024,.0000598,0.0033,137.5276,315.2435,321.3416,0,U,54033,999,881,0,.118E-5,0
EUTELSAT HOTBIRD 13F,2022-134A,2025-03-10T20:20:38.676768,1.00272767,.0002133,0.0666,296.2863,59.9936,130.6125,0,U,54048,999,873,0,.7E-6,0
LDPE-2,2022-144A,2025-03-10T15:45:23.762592,1.00635661,.0000531,4.4547,64.4480,280.4581,275.2516,0,U,54219,999,716,0,.74E-6,0
EUTELSAT HOTBIRD 13G,2022-146A,2025-03-10T19:47:38.865696,1.00270998,.0001818,0.0532,245.1400,302.2454,291.2381,0,U,54225,999,282,0,.69E-6,0
ZHONGXING-19,2022-148A,2025-03-10T18:56:18.627936,1.00271360,.0007283,0.0263,103.4715,159.6621,353.0012,0,U,54230,999,873,0,-.98E-6,0
GALAXY 31 (G-31),2022-153A,2025-03-10T14:09:26.305056,1.00271917,.0001391,0.0088,142.9219,196.9234,279.9961,0,U,54243,999,248,0,-.4E-7,0
GALAXY 32 (G-32),2022-153B,2025-03-09T12:35:04.150176,1.00268924,.0002998,0.0209,148.0097,203.1564,274.0571,0,U,54244,999,848,0,-.191E-5,0
EUTELSAT 10B,2022-157A,2025-03-10T20:20:38.676768,1.00274415,.0001102,0.0538,98.2461,307.0535,78.5920,0,U,54259,999,838,0,.51E-6,0
GALAXY 35 (G-35),2022-170A,2025-03-10T14:17:19.212000,1.00271349,.0002051,0.0068,148.7398,196.0036,304.9638,0,U,54741,999,824,0,-.179E-5,0
GALAXY 36 (G-36),2022-170B,2025-03-10T14:18:34.277184,1.00271578,.0002452,0.0168,215.6536,193.5746,244.8977,0,U,54742,999,812,0,-.202E-5,0
METEOSAT-12 (MTG-I1),2022-170C,2025-03-10T19:52:25.110624,1.00269777,.0002205,0.6171,34.9147,274.8227,156.7855,0,U,54743,999,833,0,-.24E-6,0
SHIJIAN-23 (SJ-23),2023-002A,2025-03-10T18:57:33.692256,1.00093597,.0000301,2.5228,84.2571,297.5387,238.9354,0,U,55131,999,786,0,-.96E-6,0
APSTAR-6E,2023-005A,2025-03-10T11:03:52.327584,1.00266621,.0001407,0.0476,245.8419,22.1417,200.2991,0,U,55239,999,1403,0,-.336E-5,0
USA 342,2023-008A,2025-03-09T07:34:38.417952,1.00270799,.0000282,0.0204,158.8359,286.9056,219.1163,0,U,55263,999,274,0,.121E-5,0
LDPE-3A,2023-008B,2025-03-10T14:05:56.124096,1.00710768,.000403,1.0245,86.8999,193.8368,326.1763,0,U,55264,999,717,0,.7E-7,0
ELEKTRO-L 4,2023-016A,2025-03-10T01:44:52.800576,1.00271464,.0000556,0.0399,324.3304,7.6838,27.9484,0,U,55506,999,767,0,-.77E-6,0
AMAZONAS NEXUS,2023-017A,2025-03-09T02:19:38.593344,1.00269520,.0004846,0.0435,46.0790,319.3897,135.4414,0,U,55508,999,238,0,-.299E-5,0
ZHONGXING-26,2023-023A,2025-03-10T21:20:38.761728,1.00271636,.0003285,0.0798,77.5650,324.1585,212.3313,0,U,55686,999,759,0,-.371E-5,0
LUCH-5X (OLYMP-K 2),2023-031A,2025-03-10T18:38:38.574240,1.00271141,.0000779,0.0676,306.3636,128.7363,75.2428,0,U,55841,999,730,0,.15E-6,0
GAOFEN-13 02,2023-036A,2025-03-10T18:52:03.408384,1.00270260,.0004401,1.4820,315.5343,9.3256,275.0390,0,U,55912,999,744,0,-.237E-5,0
SES-18,2023-038A,2025-03-10T14:14:26.563200,1.00272736,.0002505,0.0554,270.1037,35.5794,333.3046,0,U,55970,999,745,0,-.118E-5,0
SES-19,2023-038B,2025-03-10T14:05:26.098368,1.00270273,.0001714,0.0366,286.7980,62.6288,255.4939,0,U,55971,999,742,0,.71E-6,0
INTELSAT 40E (IS-40E),2023-052A,2025-03-09T12:35:11.655744,1.00271368,.0000679,0.0096,175.2431,162.2835,287.6968,0,U,56174,999,716,0,-.191E-5,0
VIASAT-3,2023-060A,2025-03-09T12:35:41.682336,1.00266671,.0000279,0.0229,178.6898,231.0875,217.6570,0,U,56370,999,677,0,-.202E-5,0
ARCTURUS,2023-060B,2025-03-10T12:37:57.446112,1.00271097,.0000955,1.5774,85.7067,359.0485,192.3155,0,U,56371,999,679,0,-.243E-5,0
GS-1,2023-060C,2025-03-10T18:28:09.672960,1.00247558,.0004515,1.5279,85.2355,263.1306,162.0611,0,U,56372,999,289,0,-.3E-7,0
BEIDOU-3 G4,2023-066A,2025-03-10T21:28:14.709216,1.00271455,.0001625,1.4623,290.3531,225.8792,134.6431,0,U,56564,999,674,0,-.13E-5,0
ARABSAT-7B (BADR-8),2023-075A,2025-03-09T20:51:38.891232,1.00271619,.0005556,0.0794,27.6299,324.9499,154.0928,0,U,56757,999,646,0,.127E-5,0
NVS-01 (IRNSS-1J),2023-076A,2025-03-10T20:29:30.658848,1.00270917,.0007658,3.3143,259.8063,29.0273,316.8216,0,U,56759,999,646,0,-.359E-5,0
NUSANTARA TIGA (SATRIA),2023-086A,2025-03-10T18:51:18.368928,1.00264905,.0005139,0.0503,328.5146,352.9970,275.9798,0,U,57045,999,511,0,-.254E-5,0
H2SAT (HEINRICH HERTZ),2023-093A,2025-03-10T07:26:38.624064,1.00270697,.0000124,0.0247,154.3489,219.9314,278.8561,0,U,57213,999,626,0,.71E-6,0
SYRACUSE 4B,2023-093B,2025-03-10T19:50:40.020576,1.00271405,.0000278,0.0184,156.6302,167.3733,135.8148,0,U,57214,999,231,0,-.72E-6,0
JUPITER 3 (ECHOSTAR 24),2023-108A,2025-03-09T19:09:58.461984,1.00270148,.0001284,0.0205,158.2019,189.0019,12.7929,0,U,57479,999,599,0,-.167E-5,0
GALAXY 37 (G-37),2023-112A,2025-03-10T14:07:41.214144,1.00272543,.0002069,0.0261,84.1925,263.8928,265.3172,0,U,57493,999,589,0,.31E-6,0
LUDI TANCE-4 01A,2023-120A,2025-03-10T19:56:38.634144,1.00272502,.0004361,15.4731,205.3321,126.5414,225.5333,0,U,57624,999,589,0,-.212E-5,0
TJS-10,2023-169A,2025-03-10T18:59:11.276736,1.00268112,.0004208,1.3458,86.0953,200.6100,340.1859,0,U,58204,999,489,0,-.13E-6,0
ZHONGXING-6E,2023-172A,2025-03-10T21:20:38.761728,1.00273387,.0003065,0.0420,279.0708,33.4033,291.9655,0,U,58253,999,501,0,-.379E-5,0
YAOGAN-41,2023-197A,2025-03-10T20:50:51.786816,1.00276257,.0013191,4.0367,308.4680,170.6677,125.5435,0,U,58582,999,467,0,-.38E-5,0
OVZON-3,2024-003A,2025-03-10T19:11:26.621088,1.00273039,.0001125,0.0098,173.0462,171.6498,171.5495,0,U,58698,999,279,0,.34E-6,0
INSAT-3DS,2024-033A,2025-03-10T20:36:38.655936,1.00271532,.0002061,0.0390,256.4286,91.7602,211.7872,0,U,58990,999,4242,0,-.173E-5,0
MERAH PUTIH 2,2024-035A,2025-03-10T21:20:38.761728,1.00268575,.0000847,0.0289,147.6671,223.0175,231.2369,0,U,58995,999,394,0,-.375E-5,0
TJS-11,2024-037A,2025-03-10T20:50:51.786816,1.00267070,.0004663,4.8814,322.6382,44.7996,234.2976,0,U,59020,999,393,0,-.385E-5,0
HULIANWAN GAOGUI-01 (HG-01),2024-040A,2025-03-10T20:04:38.805600,1.00271989,.0008244,0.0410,14.8616,327.0506,161.6679,0,U,59069,999,268,0,.138E-5,0
EUTELSAT 36D,2024-059A,2025-03-10T20:02:48.147072,1.00270152,.0000388,0.0224,157.4902,157.5989,190.2185,0,U,59346,999,350,0,.138E-5,0
PAKSAT-MM1,2024-104A,2025-03-10T20:12:38.525184,1.00266969,.0001638,0.0097,160.0810,183.5928,166.3970,0,U,59915,999,288,0,.136E-5,0
EKRAN 2 DEB,1977-092N,2025-03-09T12:53:38.662656,1.00371462,.0013175,5.3221,280.2276,208.7404,332.1247,0,U,59987,999,5845,0,-.339E-5,0
ASTRA 1P (SES-24),2024-115A,2025-03-10T20:52:38.793216,1.00271252,.0005011,0.0857,314.7326,9.2766,177.1079,0,U,60086,999,255,0,.102E-5,0
GOES 19,2024-119A,2025-03-10T14:18:26.769888,1.00273486,.0001984,0.0444,324.3413,26.2697,303.0021,0,U,60133,999,231,0,-.2E-5,0
ZHONGXING-3A,2024-122A,2025-03-10T20:21:30.246336,1.00265363,.0001039,0.0142,143.6150,154.9303,277.1719,0,U,60179,999,266,0,-.33E-5,0
TURKSAT 6A,2024-127A,2025-03-10T19:19:38.566272,1.00270085,.0002423,0.0501,228.7938,63.6955,208.1093,0,U,60233,999,237,0,.129E-5,0
HULIANWAN GAOGUI-02 (HG-02),2024-135A,2025-03-10T20:40:38.625024,1.00271523,.0001751,0.0207,149.5416,132.4927,349.9692,0,U,60327,999,285,0,-.191E-5,0
ZHONGXING-4A,2024-151A,2025-03-10T20:50:51.786816,1.00273703,.0002256,2.5117,276.0743,86.5937,237.0331,0,U,60606,999,210,0,-.383E-5,0
HULIANWAN GAOGUI-03 (HG-03),2024-181A,2025-03-10T19:30:31.480704,1.00270528,.0000889,0.0206,166.7089,149.7100,67.7681,0,U,61503,999,217,0,-.258E-5,0
DSN-3 (KIRAMEKI-3),2024-198A,2025-03-07T17:08:02.891904,1.00270576,.0001326,0.0172,190.2587,142.6668,233.7935,0,U,61733,999,124,0,-.264E-5,0
KOREASAT 6A,2024-206A,2025-03-10T21:20:38.761728,1.00272335,.000039,0.0207,203.8632,158.2835,242.8119,0,U,61910,999,119,0,-.379E-5,0
INTELSAT 33E DEB,2016-053L,2025-03-10T00:50:10.117248,1.00490959,.0024969,0.3881,98.6600,193.0199,68.0215,0,U,61994,999,143,0,.61E-6,0
INTELSAT 33E DEB,2016-053Q,2025-03-10T03:35:17.311488,1.00391560,.0037127,0.3569,89.4542,258.5772,11.8459,0,U,61998,999,144,0,-.293E-5,0
INTELSAT 33E DEB,2016-053V,2025-03-10T03:05:42.055008,1.00408434,.0026497,0.4370,107.3103,232.1603,20.3890,0,U,62003,999,142,0,-.231E-5,0
OPTUS-X (ADS-01),2024-212A,2025-03-10T19:56:38.634144,1.00578537,.0000112,0.0132,221.0184,156.6608,185.3982,0,U,62006,999,111,0,-.333E-5,0
GSAT-N2 (GSAT-20),2024-214A,2025-03-10T20:11:56.119200,1.00270945,.0000847,0.0314,250.3809,67.5308,221.7054,0,U,62028,999,125,0,-.36E-6,0
SXM-9,2024-234A,2025-03-09T10:53:58.242912,1.00267964,.0004584,0.0119,140.2998,163.5871,301.8318,0,U,62259,999,93,0,-.222E-5,0
TJS-12,2024-246A,2025-03-09T22:00:32.994720,1.00270924,.000135,1.7985,284.9067,59.3817,300.1640,0,U,62374,999,91,0,-.251E-5,0
TJS-14,2025-017A,2025-03-10T20:52:38.793216,1.00275757,.0000911,1.9148,284.8395,190.3013,25.2061,0,U,62804,999,62,0,.96E-6,0
QZS-6 (MICHIBIKI-6),2025-023A,2025-03-10T19:56:38.634144,1.00270909,.0001597,0.0573,349.2694,349.3874,219.7611,0,U,62876,999,31,0,-.251E-5,0
ZHONGXING-10R,2025-036A,2025-03-07T20:28:38.339328,1.00267986,.0001935,0.0634,295.9341,78.1175,224.8890,0,U,63075,999,26,0,-.366E-5,0
